Unit: 2012 USD,GDP
2014.0,233675800000.0
2015.0,232457600000.0
2016.0,228252500000.0
2017.0,231373100000.0
2018.0,237372200000.0
2019.0,240475300000.0
2020.0,244347384004.9655
2021.0,247796239705.78436
2022.0,251416124995.57843
2023.0,255324302282.77655
2024.0,259509334538.75397
2025.0,263914036620.38672
2026.0,268496472756.0506
2027.0,273226932963.34106
2028.0,278083463405.70245
2029.0,283049105730.34625
2030.0,288113606049.5399
2031.0,293274992461.7964
2032.0,298539706511.9733
2033.0,303919185228.69556
2034.0,309425654401.1826
2035.0,315070813978.25757
2036.0,320865969528.4461
2037.0,326823083920.76953
2038.0,332951359362.16736
2039.0,339256448636.9024
2040.0,345741901167.65125
2041.0,352410609076.5949
2042.0,359266516166.7075
2043.0,366310279738.4847
2044.0,373538481829.3489
2045.0,380945732575.2356
2046.0,388528351093.369
2047.0,396284759862.5595
2048.0,404211409460.1305
2049.0,412302647101.81903
2050.0,420552820003.3623
2051.0,428959956263.2733
2052.0,437526948003.7331
2053.0,446256161506.526
2054.0,455149305752.94086
2055.0,464208878484.86115
2056.0,473441715627.442
2057.0,482860042969.90295
2058.0,492476612141.8602
2059.0,502304174772.92993
2060.0,512356797093.71954
